2,2.0
3,2.0
5,4.0
6,1.0
8,1.3333334
9,2.0
10,0.18181819
12,0.2857143
13,2.4848485
14,1.0
15,1.25
16,0.75
17,13.0
18,2.5
19,2.0
23,3.0
24,2.0
27,0.6666667
32,2.0
33,2.0
35,1.6
36,0.44444445
37,1.0
38,1.1666666
39,4.0
40,5.1666665
41,0.7
42,1.0
44,1.5
45,2.6
46,0.1904762
47,0.44444445
48,0.71428573
57,4.0
58,2.0
60,5.0
61,1.1666666
62,1.0
63,6.0
64,1.6666666
65,1.0
66,2.0
67,1.25
68,0.61403507
69,3.1666667
70,1.0
71,1.0
72,2.8
73,0.5217391
74,0.5
76,0.8
77,1.0
84,1.0
85,7.0
86,1.0
88,2.0
89,1.5
91,0.8
92,1.125
93,0.2857143
94,0.2
95,2.5
96,0.4893617
97,1.5833334
98,0.625
99,1.0
100,0.42857143
102,1.6666666
103,1.5
104,2.0
106,2.0
111,4.0
112,0.8333333
113,1.1666666
114,5.6666665
117,0.6666667
118,0.85714287
119,0.25925925
120,0.21428572
121,1.25
122,0.15686275
123,1.8666667
124,0.07
125,0.25
126,0.45454547
127,0.14285715
128,1.0
129,0.53846157
130,5.0
131,0.6666667
132,4.0
135,2.0
136,2.0
137,4.0
138,2.5
140,0.16666667
141,2.7142856
142,0.33333334
143,0.75
144,3.0
145,0.33333334
146,0.051282052
147,1.2083334
148,1.5416666
149,0.4054054
150,0.14285715
151,0.2631579
152,0.27272728
153,0.5714286
156,0.85714287
157,0.5555556
158,1.0714285
159,0.21428572
160,0.70212764
161,2.0172415
162,0.9423077
163,5.4
164,0.6
165,1.0
166,1.4285715
167,0.6666667
170,1.5
171,1.6666666
172,0.26666668
173,1.0
174,0.7837838
175,0.7096774
176,1.125
177,0.19148937
178,0.21875
179,0.33333334
180,0.11111111
181,0.5
182,0.8125
183,2.8076923
184,3.6111112
185,0.6333333
186,1.4117647
187,0.5
188,0.59090906
189,1.2380953
190,0.45714286
191,0.76666665
193,2.5
194,0.375
196,2.0
198,1.4444444
199,0.8181818
200,2.6153846
201,0.0862069
202,0.20408164
203,0.76
204,0.8
205,0.11111111
206,0.25925925
207,0.8
208,0.2857143
209,1.0
210,0.7826087
211,0.5714286
212,0.75
213,0.0952381
214,0.044444446
215,0.1
216,0.52380955
217,0.64285713
218,0.8333333
219,2.8
220,2.0
221,1.1666666
222,1.0
224,10.0
225,0.9166667
226,0.1875
227,0.29166666
228,0.040816326
229,0.7906977
230,0.035714287
231,0.11627907
232,0.34042552
233,0.42857143
234,0.4473684
235,0.6363636
236,0.075
237,0.6111111
238,0.45714286
239,0.13235295
240,0.23529412
241,1.2857143
242,1.0
243,0.4883721
244,0.16
245,0.8888889
246,4.0
249,3.5
250,12.5
251,0.5
252,3.0
253,0.90909094
254,1.3333334
255,0.13793103
256,0.073529415
257,0.08139535
258,0.4375
259,1.0
260,0.5185185
261,1.0
262,1.2244898
263,0.21428572
265,0.06122449
266,0.8857143
267,0.2
268,0.48
269,0.93333334
270,2.6666667
271,0.16666667
272,0.2
273,0.125
274,1.3076923
275,0.7777778
276,0.4
277,2.8
278,0.21428572
279,1.25
280,0.5714286
281,0.7
282,1.2777778
283,0.20689656
284,0.21621622
285,0.44444445
286,0.5686275
287,0.7567568
288,0.14754099
289,0.09677419
290,0.5
291,0.5416667
292,0.29411766
293,2.875
294,0.13333334
295,0.45454547
296,0.2
297,0.5
298,0.31578946
299,0.11764706
300,0.78571427
301,0.33333334
302,0.75
303,0.5555556
304,0.25
305,0.41666666
306,0.25
307,1.0
308,2.5
309,0.8333333
310,0.39285713
311,1.6666666
312,0.0877193
313,0.23684211
314,0.38297874
315,0.48387095
316,0.59375
317,0.019417476
318,0.16363636
319,0.1557377
320,0.40789473
321,0.7936508
322,0.6666667
323,0.30555555
324,0.11111111
325,0.26666668
326,0.42857143
327,0.29411766
329,1.25
330,0.75
331,5.090909
333,3.0
334,3.0
335,7.0
336,4.0
337,0.35714287
338,0.34615386
339,0.22222222
340,0.6857143
341,0.49333334
342,0.13513513
